text,intent
Can you give me the dimensions of a 4 BHK penthouse Plot File in Giga Mall?,faq
I want to cancel my booking for 1 Kanal Apartment in DHA because of this bad service!,escalation
I've emailed three times about my 5 Marla Commercial Shop in Johar Town and no response!,escalation
Can you arrange a meeting with the agent for Johar Town Apartment?,lead_capture
send me the current price list for 2 bhk commercial shop in dha.,lead_capture
I have a budget of Crores Crores for a 4 BHK penthouse Luxury Villa in DHA.,lead_capture
Why is the Transfer fee not reflecting in my portal for Emaar House?,escalation
I would like to book an appointment for a site visit in Blue Area.,lead_capture
Get a human online right now token payment stuck for Emaar Phase!,escalation
"i'm very interested in the 5 marla phase in emaar, how do i proceed?",lead_capture
please whatsapp me teh details of 5 marla luxury villa in gulberg at 0312 7654321.,lead_capture
Please send me the full brochure and payment plan for Blue Area Commercial Shop on my email realestate.buyer@outlook.com.,lead_capture
urgent complaint regarding teh transfer fee for gulberg plot file!,escalation
I want a call back regarding 1 Kanal House in Clifton.,lead_capture
Can you share the broker number for DHA Apartment?,lead_capture
I'M READY TO PAY THE POSSESSION CHARGES FOR A 5 MARLA COMMERCIAL SHOP IN EMAAR.,lead_capture
please send me teh full brochure and paymnt plan for gulberg plot on my email investor.pk@gmail.com.,lead_capture
Does the 10 Marla House in Emaar have gas?,faq
please send me your whatsapp number for apartment in johar town.,lead_capture
I've emailed three times about my 2 Kanal Sector in Clifton and no response!,escalation
Please WhatsApp me the details of Studio Plot in Blue Area at +92 321 9876543.,lead_capture
i want to know about the payment plan for 2 bhk plot file in emaar.,faq
Interested in 10 Marla House in Clifton. Please call back on 0333 1122334.,lead_capture
I want to visit Bahria Town this weekend to see 1 Kanal Apartments.,lead_capture
I've emailed three times about my 1 Kanal Plot in Blue Area and no response!,escalation
Does the 5 Marla Luxury Villa in Bahria Town have gym,faq
what is the security situation in emaar sector?,faq
I want to lodge a formal complaint against the agent for Gulberg House!,escalation
Tell me the difference between 1 Kanal and 1 Kanal in Giga Mall.,faq
Please WhatsApp me the details of 4 BHK penthouse House in Giga Mall at 0345 5566778.,lead_capture
"This bot is useless, connect me to the manager of Bahria Town society!",escalation
Are there any 2 BHK Plot available in Gulberg?,faq
"I AM LOSING MY PATIENCE, PUT ME THROUGH TO A SUPERVISOR RIGHT NOW!",escalation
Is the Studio Plot File in Johar Town near any main road?,faq
"I want to book a 2 Kanal Plot File in DHA, call me at +92 300 1234567.",lead_capture
Please send me the full brochure and payment plan for Bahria Town House on my email user@example.com.,lead_capture
"i'm sick of this bot, get me a manager now!",escalation
Does the 2 BHK House in Giga Mall have underground parking?,faq
Can I get a 2 Kanal Phase on an installment plan in Emaar?,faq
i want to cancel my booking for studio plot in emaar because of this bad service!,escalation
i paid the token money for johar town plot file and it's still not updated!,escalation
what are the amenities provided in clifton phase?,faq
Why is my Transfer fee delayed for Giga Mall Plot?,escalation
please send me your whatsapp number for house in clifton.,lead_capture
I WANT A CALL BACK REGARDING 5 MARLA COMMERCIAL SHOP IN GIGA MALL.,lead_capture
can you give me teh dimensions of a 4 bhk penthouse commercial shop in emaar?,faq
how many 1 kanal commercial shop are left in dha commercial shop?,faq
Can you give me the dimensions of a 3 BHK House in Johar Town?,faq
are there any 10 marla house available in gulberg?,faq
I'm ready to pay the Installment Plan for a 2 BHK Sector in Johar Town.,lead_capture
I want to invest in Gulberg Apartment. Do you have any 3 BHK options?,lead_capture
"I am looking for a luxury Sector in Giga Mall, can you help?",lead_capture
"I'm very interested in the 10 Marla Plot File in DHA, how do I proceed?",lead_capture
What is teh total price of a 1 Kanal House in DHA,faq
I paid the Possession charges for Clifton House and it's still not updated!,escalation
Is there an available 4 BHK penthouse Plot File in Emaar for immediate sale?,lead_capture
Can I get a 1 Kanal House on an installment plan in Giga Mall?,faq
can you give me the dimensions of a 4 bhk penthouse commercial shop in blue area,faq
How many 1 Kanal Plot File are left in DHA Plot File,faq
"i want to book a 10 marla house in johar town, call me at 0312 7654321.",lead_capture
Is there an available 1 Kanal Phase in Emaar for immediate sale?,lead_capture
How much is the Registry for Emaar House?,faq
"I am looking for a luxury Plot File in Giga Mall, can you help?",lead_capture
CAN I BOOK A PHYSICAL SITE-TOUR FOR CLIFTON PLOT,lead_capture
"I want to book a 5 Marla Commercial Shop in Blue Area, call me at +92 321 9876543.",lead_capture
What is the total price of a 2 BHK Plot in Bahria Town,faq
I will not pay the Transfer fee until a human explains teh delay!,escalation
"I'm very interested in the 4 BHK penthouse Apartment in Emaar, how do I proceed?",lead_capture
I have a budget of Crores Crores for a Studio Phase in Johar Town.,lead_capture
I've emailed three times about my 2 BHK House in Emaar and no response!,escalation
Is Bahria Town Sector currently in possession,faq
please send me your whatsapp number for plot file in blue area.,lead_capture
is emaar plot currently in possession?,faq
Can I book a physical site-tour for Emaar House,lead_capture
I want to lodge a formal complaint against the agent for Johar Town Sector!,escalation
What is the possession timeline for 1 Kanal Commercial Shop in Gulberg?,faq
tell me about the token money for giga mall sector.,faq
Does teh 1 Kanal Plot in Bahria Town have gas?,faq
are there any hidden installment plan for johar town plot,faq
What is teh current market rate for 5 Marla Plot File in Clifton?,faq
I want to cancel my booking for 5 Marla House in Gulberg because of this bad service!,escalation
Urgent complaint regarding teh transfer fee for Johar Town Sector!,escalation
CAN I GET A 5 MARLA SECTOR ON AN INSTALLMENT PLAN IN CLIFTON?,faq
"I want to book a 10 Marla Sector in Johar Town, call me at 0333 1122334.",lead_capture
Can you share the broker number for Gulberg Commercial Shop?,lead_capture
IS THE 2 KANAL PLOT IN CLIFTON NEAR ANY MAIN ROAD?,faq
Can I get a Studio Phase on an installment plan in Gulberg?,faq
Why is my Token Money delayed for Giga Mall Plot File?,escalation
I want to know about the payment plan for 4 BHK penthouse Sector in Bahria Town.,faq
What is the possession timeline for 4 BHK penthouse Sector in Bahria Town?,faq
GET A HUMAN ONLINE RIGHT NOW TOKEN PAYMENT STUCK FOR DHA PLOT FILE!,escalation
What is the possession timeline for 2 Kanal Sector in Clifton,faq
i want to cancel my booking for 5 marla sector in gulberg because of this bad service!,escalation
Can you share the broker number for Emaar Plot File?,lead_capture
Is the Bahria Town Apartment society approved by LDA or DHA?,faq
"i want to book a 3 bhk sector in johar town, call me at 0312 7654321.",lead_capture
Why is the Transfer fee not reflecting in my portal for Blue Area House?,escalation
"i have been looping with this bot for 10 minutes, i want a human representative!",escalation
Interested in 10 Marla Apartment in Clifton. Please call back on +92 300 1234567.,lead_capture
Urgent: my Registry failed but money was deducted for Clifton Apartment!,escalation
"this bot is useless, connect me to the manager of giga mall society!",escalation
"I want to book a 2 Kanal Luxury Villa in Bahria Town, call me at 0333 1122334.",lead_capture
What is the transfer fee for Emaar Luxury Villa,faq
i want to invest in dha phase. do you have any 2 bhk options?,lead_capture
What is teh transfer fee for Bahria Town House?,faq
i want to cancel my booking for studio apartment in bahria town because of this bad service!,escalation
what are the transfer fee for a 2 bhk plot in emaar?,faq
what are the amenities provided in blue area plot file?,faq
I want to cancel my booking for 2 BHK Sector in Clifton because of this bad service!,escalation
How many 2 Kanal Plot File are left in Blue Area Plot File?,faq
"I am reporting this to teh society head, the Registry process is a scam!",escalation
How much is the Possession charges for Bahria Town Apartment?,faq
Why is the Possession charges not reflecting in my portal for Emaar Luxury Villa?,escalation
My Down Payment for Blue Area House was deducted but no confirmation received.,escalation
What are the Possession charges for a 1 Kanal Plot File in Giga Mall?,faq
why is teh token money not reflecting in my portal for johar town sector?,escalation
Is there an available 4 BHK penthouse Luxury Villa in Bahria Town for immediate sale?,lead_capture
i am looking for a 2 kanal phase in emaar. please contact me at investor.pk@gmail.com.,lead_capture
I've emailed three times about my 3 BHK Phase in Bahria Town and no response!,escalation
"MY PAYMENT OF LAKHS LAKHS FOR POSSESSION CHARGES IS STUCK, FIX IT NOW!",escalation
My Token Money for DHA Commercial Shop was deducted but no confirmation received.,escalation
what are the possession charges for a studio commercial shop in clifton?,faq
I'm ready to pay the Registry for a 2 BHK Sector in Gulberg.,lead_capture
"i am reporting this to the society head, the possession charges process is a scam!",escalation
What is the total prce of a 2 Kanal Luxury Villa in Emaar?,faq
I want to know about the payment plan for 5 Marla Sector in Blue Area.,faq
this is ridiculous! i want to speak to a live supervisor immediately.,escalation
Does the 2 Kanal Commercial Shop in DHA have gym?,faq
I've emailed three times about my 4 BHK penthouse Plot File in DHA and no response!,escalation
Can I get a 2 Kanal Commercial Shop on an installment plan in Clifton?,faq
Send me the current prce list for Studio Plot in Gulberg.,lead_capture
Tell me teh difference between 2 Kanal and 2 Kanal in Bahria Town.,faq
I've emailed three times about my 5 Marla Phase in Emaar and no response!,escalation
Urgent: my Token Money failed but money was deducted for Blue Area Sector!,escalation
i've emailed three times about my 2 bhk sector in blue area and no response!,escalation
I am looking for a 2 Kanal Commercial Shop in DHA. Please contact me at user@example.com.,lead_capture
I want to visit Johar Town this weekend to see 4 BHK penthouse Plot Files.,lead_capture
Tell me about the Down Payment for DHA Apartment.,faq
"I want to book a 10 Marla Luxury Villa in Blue Area, call me at +92 300 1234567.",lead_capture
Urgent: my Down Payment failed but money was deducted for Giga Mall Plot!,escalation
Why is my Registry delayed for Blue Area Sector?,escalation
What is the current market rate for 3 BHK Plot in Emaar?,faq
I HAVE A BUDGET OF PKR PKR FOR A 2 BHK COMMERCIAL SHOP IN BLUE AREA.,lead_capture
What is the total price of a 10 Marla Phase in Clifton?,faq
Please WhatsApp me the details of 3 BHK Apartment in Gulberg at 0333 1122334.,lead_capture
I want to cancel my booking for 1 Kanal Commercial Shop in Bahria Town because of this bad service!,escalation
I am interested in buying a 4 BHK penthouse Plot File in Gulberg.,lead_capture
what are the installment plan for a 5 marla apartment in emaar?,faq
Why is the Down Payment not reflecting in my portal for Emaar Apartment?,escalation
"I AM REPORTING THIS TO THE SOCIETY HEAD, THE DOWN PAYMENT PROCESS IS A SCAM!",escalation
Interested in 2 BHK House in Bahria Town. Please call back on 0333 1122334.,lead_capture
I want to know about the payment plan for 4 BHK penthouse Sector in Gulberg.,faq
I want to know about the payment plan for 2 BHK Apartment in Clifton.,faq
is johar town phase currently in possession?,faq
Urgent complaint regarding teh transfer fee for Blue Area Apartment!,escalation
Tell me the difference between 2 BHK and 2 BHK in Emaar.,faq
why is my transfer fee delayed for johar town phase?,escalation
What is the current market rate for Studio House in Bahria Town?,faq
I want to visit Clifton this weekend to see 10 Marla Houses.,lead_capture
How many 5 Marla Sector are left in Emaar Sector?,faq
WHAT ARE THE REGISTRY FOR A 10 MARLA HOUSE IN EMAAR?,faq
why is my down payment delayed for bahria town commercial shop?,escalation
Can I book a physical site-tour for Johar Town House,lead_capture
are there any hidden token money for giga mall house?,faq
I want a call back regarding Studio Phase in Clifton.,lead_capture
Please send me the full brochure and payment plan for Clifton Plot on my email investor.pk@gmail.com.,lead_capture
I want to know about the payment plan for 10 Marla Phase in Bahria Town.,faq
Is there an available 10 Marla Sector in Bahria Town for immediate sale?,lead_capture
I HAVE A BUDGET OF CRORES CRORES FOR A STUDIO SECTOR IN BAHRIA TOWN.,lead_capture
can i get a 3 bhk luxury villa on an installment plan in johar town?,faq
send me the current price list for 1 kanal plot in bahria town.,lead_capture
Are there any hidden Possession charges for DHA Commercial Shop,faq
"I'm very interested in the 10 Marla Sector in Johar Town, how do I proceed?",lead_capture
What is teh total price of a 4 BHK penthouse Plot File in Blue Area?,faq
Is the Clifton House society approved by LDA or DHA?,faq
"I want to book a Studio House in DHA, call me at 0345 5566778.",lead_capture
What is the current market rate for Studio House in Johar Town?,faq
Are there any hidden Down Payment for Gulberg Plot?,faq
Please send me your WhatsApp number for Apartment in Blue Area.,lead_capture
Is the 3 BHK House in Johar Town near any main road?,faq
Please send me the full brochure and payment plan for Bahria Town Luxury Villa on my email realestate.buyer@outlook.com.,lead_capture
Can you give me the dimensions of a 2 Kanal Plot in Bahria Town?,faq
Interested in 5 Marla House in Gulberg. Please call back on 0333 1122334.,lead_capture
WHAT IS THE POSSESSION TIMELINE FOR 2 KANAL APARTMENT IN CLIFTON?,faq
I want a call back regarding 4 BHK penthouse Phase in Johar Town.,lead_capture
I want a call back regarding Studio Luxury Villa in Clifton.,lead_capture
Why is the Installment Plan not reflecting in my portal for DHA Plot?,escalation
I am looking for a 2 Kanal Phase in Giga Mall. Please contact me at user@example.com.,lead_capture
"I'm very interested in the 2 BHK Luxury Villa in Giga Mall, how do I proceed",lead_capture
my down payment for clifton phase was deducted but no confirmation received.,escalation
My Possession charges for Emaar House was deducted but no confirmation received.,escalation
"my payment of lakhs lakhs for possession charges is stuck, fix it now!",escalation
MY DOWN PAYMENT FOR GULBERG PHASE WAS DEDUCTED BUT NO CONFIRMATION RECEIVED.,escalation
"I want to book a 10 Marla Phase in Gulberg, call me at 0312 7654321.",lead_capture
I am looking for a 4 BHK penthouse Phase in Bahria Town. Please contact me at investor.pk@gmail.com.,lead_capture
Tell me the difference between 10 Marla and 10 Marla in Johar Town.,faq
My Registry for Johar Town Plot File was deducted but no confirmation received.,escalation
are there any studio commercial shop available in johar town,faq
MY TOKEN MONEY FOR GULBERG PLOT FILE WAS DEDUCTED BUT NO CONFIRMATION RECEIVED.,escalation
I want to invest in Giga Mall Sector. Do you have any 2 BHK options?,lead_capture
I am looking for a 1 Kanal Plot in Johar Town. Please contact me at client123@yahoo.com.,lead_capture
"I am looking for a luxury Commercial Shop in Johar Town, can you help",lead_capture
i want to visit emaar this weekend to see 4 bhk penthouse sectors.,lead_capture
I want to invest in Giga Mall Plot. Do you have any 10 Marla options?,lead_capture
URGENT: MY TRANSFER FEE FAILED BUT MONEY WAS DEDUCTED FOR JOHAR TOWN APARTMENT!,escalation
"I'm very interested in the 2 Kanal Commercial Shop in Giga Mall, how do I proceed?",lead_capture
get a human online right now token payment stuck for clifton plot!,escalation
What are the Registry for a 3 BHK House in Giga Mall?,faq
Get a human online right now token payment stuck for Bahria Town Apartment!,escalation
I want to cancel my booking for 10 Marla Phase in Emaar because of this bad service!,escalation
i want a call back regarding 2 kanal luxury villa in johar town.,lead_capture
what is the current market rate for studio phase in dha?,faq
MY INSTALLMENT PLAN FOR CLIFTON SECTOR WAS DEDUCTED BUT NO CONFIRMATION RECEIVED.,escalation
Can I get a 3 BHK Apartment on an installment plan in DHA?,faq
Get a human online right now token payment stuck for DHA Apartment!,escalation
Are there any Studio Plot File available in Emaar?,faq
I have a budget of Lakhs Lakhs for a 4 BHK penthouse Phase in Gulberg.,lead_capture
are there any 5 marla apartment available in blue area?,faq
i want a call back regarding 2 bhk plot file in clifton.,lead_capture
Tell me the difference between 4 BHK penthouse and 4 BHK penthouse in Emaar.,faq
send me the current price list for 1 kanal apartment in emaar.,lead_capture
what is the total price of a 10 marla house in clifton?,faq
Urgent complaint regarding the transfer fee for Emaar Phase!,escalation
I've emailed three times about my 5 Marla Sector in Johar Town and no response!,escalation
Urgent complaint regarding the transfer fee for DHA Apartment!,escalation
How much is the Possession charges for Clifton Apartment?,faq
HOW MANY STUDIO SECTOR ARE LEFT IN EMAAR SECTOR?,faq
I am interested in buying a Studio Apartment in Bahria Town.,lead_capture
Is the 5 Marla Phase in Johar Town near any main road?,faq
INTERESTED IN STUDIO PHASE IN BAHRIA TOWN. PLEASE CALL BACK ON 0312 7654321.,lead_capture
Urgent complaint regarding teh transfer fee for Bahria Town Luxury Villa!,escalation
how much is the down payment for dha apartment?,faq
urgent complaint regarding the transfer fee for blue area plot!,escalation
How much is the Installment Plan for Gulberg Sector?,faq
What is the security situation in Clifton Phase?,faq
I want to visit Gulberg this weekend to see 2 BHK Sectors.,lead_capture
tell me about the installment plan for clifton sector.,faq
how many 3 bhk phase are left in blue area phase?,faq
My Token Money for Clifton Commercial Shop was deducted but no confirmation received.,escalation
I want to know about the payment plan for 10 Marla Sector in Giga Mall.,faq
Are there any hidden Installment Plan for Clifton Luxury Villa?,faq
I am looking for a 5 Marla Commercial Shop in Blue Area. Please contact me at investor.pk@gmail.com.,lead_capture
i paid the registry for gulberg commercial shop and it's still not updated!,escalation
What is the current market rate for 3 BHK Plot File in Bahria Town?,faq
Tell me about the Possession charges for Johar Town Luxury Villa.,faq
How much is the Down Payment for Clifton Apartment?,faq
I want to cancel my booking for 5 Marla Plot File in Gulberg because of this bad service!,escalation
i'm ready to pay the down paymnt for a 1 kanal apartment in gulberg.,lead_capture
Send me the current price list for 10 Marla Commercial Shop in Blue Area.,lead_capture
Get a human online right now token payment stuck for Gulberg Apartment!,escalation
get a human online right now token paymnt stuck for giga mall plot file!,escalation
Are there any 4 BHK penthouse House available in Blue Area?,faq
I want to invest in Clifton House. Do you have any Studio options?,lead_capture
"My payment of Crores Crores for Registry is stuck, fix it now!",escalation
INTERESTED IN 2 KANAL PLOT IN DHA. PLEASE CALL BACK ON +92 300 1234567.,lead_capture
"I want to book a 10 Marla Apartment in Giga Mall, call me at +92 300 1234567.",lead_capture
why is teh registry not reflecting in my portal for johar town phase?,escalation
I want to invest in DHA Apartment. Do you have any 5 Marla options?,lead_capture
What are the amenities provided in Johar Town House,faq
are there any hidden down payment for johar town plot,faq
is giga mall luxury villa currently in possession,faq
URGENT: MY POSSESSION CHARGES FAILED BUT MONEY WAS DEDUCTED FOR CLIFTON PLOT!,escalation
Are there any 10 Marla Plot File available in Emaar?,faq
urgent complaint regarding teh transfer fee for blue area plot file!,escalation
urgent: my possession charges failed but money was deducted for clifton apartment!,escalation
I want to visit Blue Area this weekend to see 3 BHK Apartments.,lead_capture
How many Studio Phase are left in Clifton Phase?,faq
please send me your whatsapp number for house in emaar.,lead_capture
I want to invest in Emaar Apartment. Do you have any 1 Kanal options?,lead_capture
I would like to book an appointment for a site visit in DHA.,lead_capture
what is the total price of a 10 marla plot in dha?,faq
What are the Installment Plan for a 4 BHK penthouse Luxury Villa in Bahria Town?,faq
My Possession charges for Clifton Phase was deducted but no confirmation received.,escalation
"I am reporting this to the society head, the Down Paymnt process is a scam!",escalation
Is there an available 3 BHK Phase in Gulberg for immediate sale?,lead_capture
Is the Blue Area Plot society approved by LDA or DHA,faq
is the giga mall plot file society approved by lda or dha?,faq
i am looking for a studio plot in johar town. please contact me at client123@yahoo.com.,lead_capture
Can you arrange a meeting with the agent for Clifton Sector?,lead_capture
Urgent: my Installment Plan failed but money was deducted for Giga Mall House!,escalation
I want a call back regarding 5 Marla Sector in Clifton.,lead_capture
can you share teh broker number for dha plot file?,lead_capture
can you arrange a meeting with the agent for emaar luxury villa?,lead_capture
Why is the Transfer fee not reflecting in my portal for Clifton Luxury Villa?,escalation
WHY IS THE POSSESSION CHARGES NOT REFLECTING IN MY PORTAL FOR BAHRIA TOWN APARTMENT?,escalation
Why is my Installment Plan delayed for Johar Town Plot?,escalation
why is my down payment delayed for giga mall luxury villa?,escalation
Is there an available 2 Kanal Plot File in Bahria Town for immediate sale?,lead_capture
I paid the Down Payment for Emaar Sector and it's still not updated!,escalation
urgent: my down payment failed but money was deducted for emaar apartment!,escalation
Please WhatsApp me the details of 2 BHK Plot File in DHA at +92 321 9876543.,lead_capture
"I want to book a Studio Luxury Villa in Blue Area, call me at 0312 7654321.",lead_capture
are there any hidden down payment for bahria town plot file,faq
are there any 2 kanal commercial shop available in gulberg?,faq
i paid the installment plan for bahria town luxury villa and it's still not updated!,escalation
"I am looking for a luxury Commercial Shop in Bahria Town, can you help?",lead_capture
i am looking for a studio plot file in bahria town. please contact me at investor.pk@gmail.com.,lead_capture
Urgent complaint regarding teh transfer fee for Gulberg Apartment!,escalation
your agent promised me transfer fee by today but nothing happened!,escalation
I want to lodge a formal complaint against the agent for Bahria Town Luxury Villa!,escalation
Urgent: my Transfer fee failed but money was deducted for Clifton Phase!,escalation
Send me teh current price list for 4 BHK penthouse Plot File in DHA.,lead_capture
My Token Money for Gulberg Apartment was deducted but no confirmation received.,escalation
Is the 5 Marla Apartment in Bahria Town near any main road,faq
Why is my Possession charges delayed for DHA Plot,escalation
Is Johar Town Luxury Villa currently in possession?,faq
i want a call back regarding 2 kanal apartment in clifton.,lead_capture
Urgent: my Possession charges failed but money was deducted for Bahria Town Apartment!,escalation
Is the 1 Kanal Plot in Giga Mall near any main road,faq
I WANT TO LODGE A FORMAL COMPLAINT AGAINST THE AGENT FOR CLIFTON PLOT FILE!,escalation
why is the installment plan not reflecting in my portal for bahria town house?,escalation
Get a human online right now token payment stuck for Giga Mall Commercial Shop!,escalation
"I want to book a Studio House in Bahria Town, call me at 0345 5566778.",lead_capture
What is the security situation in Giga Mall House?,faq
"I'm very interested in the 1 Kanal Phase in Blue Area, how do I proceed?",lead_capture
how many 1 kanal commercial shop are left in emaar commercial shop?,faq
interested in 1 kanal apartment in bahria town. please call back on 0312 7654321.,lead_capture
what is the possession timeline for 3 bhk phase in emaar,faq
Why is the Token Money not reflecting in my portal for Emaar House?,escalation
Get a human online right now token payment stuck for Bahria Town Luxury Villa!,escalation
Is the DHA Luxury Villa society approved by LDA or DHA?,faq
Urgent: my Transfer fee failed but money was deducted for Giga Mall Apartment!,escalation
IS THE 1 KANAL LUXURY VILLA IN BAHRIA TOWN NEAR ANY MAIN ROAD?,faq
is the clifton apartment society approved by lda or dha?,faq
What is teh current market rate for 5 Marla Plot in Emaar,faq
"This bot is useless, connect me to the manager of Johar Town society!",escalation
I have a budget of Lakhs Lakhs for a 1 Kanal Sector in Johar Town.,lead_capture
can you arrange a meeting with teh agent for bahria town luxury villa?,lead_capture
My Possession charges for Johar Town Apartment was deducted but no confirmation received.,escalation
I WANT TO VISIT BAHRIA TOWN THIS WEEKEND TO SEE 4 BHK PENTHOUSE PLOTS.,lead_capture
my possession charges for giga mall luxury villa was deducted but no confirmation received.,escalation
I want to invest in Emaar Sector. Do you have any 4 BHK penthouse options?,lead_capture
i want to invest in dha apartment. do you have any 10 marla options?,lead_capture
Tell me about the Transfer fee for Gulberg Commercial Shop.,faq
I will not pay teh Installment Plan until a human explains teh delay!,escalation
I paid the Down Payment for Giga Mall Apartment and it's still not updated!,escalation
are there any 2 kanal luxury villa available in bahria town?,faq
i paid the transfer fee for clifton phase and it's still not updated!,escalation
My Token Money for Bahria Town Apartment was deducted but no confirmation received.,escalation
I WANT TO LODGE A FORMAL COMPLAINT AGAINST TEH AGENT FOR EMAAR PLOT!,escalation
Is the 2 Kanal Sector in Clifton near any main road,faq
Interested in 2 Kanal Commercial Shop in Blue Area. Please call back on +92 300 1234567.,lead_capture
Can you arrange a meeting with the agent for Gulberg Plot,lead_capture
Your agent promised me Token Money by today but nothing happened!,escalation
Urgent: my Transfer fee failed but money was deducted for Clifton Luxury Villa!,escalation
I want to lodge a formal complaint against the agent for Johar Town Commercial Shop!,escalation
I paid the Installment Plan for DHA Plot File and it's still not updated!,escalation
Urgent: my Installment Plan failed but money was deducted for Gulberg House!,escalation
Why is the Registry not reflecting in my portal for DHA Apartment?,escalation
"my payment of lakhs lakhs for down payment is stuck, fix it now!",escalation
I've emailed three times about my 4 BHK penthouse Commercial Shop in Blue Area and no response!,escalation
What is the security situation in Johar Town Commercial Shop?,faq
I am interested in buying a Studio Sector in Johar Town.,lead_capture
Is Clifton Plot File currently in possession?,faq
is emaar phase currently in possession?,faq
Send me the current price list for 1 Kanal Sector in Bahria Town.,lead_capture
"I am looking for a luxury Apartment in Giga Mall, can you help?",lead_capture
How much is the Possession charges for Emaar Plot?,faq
I'm ready to pay the Token Money for a 5 Marla Phase in Johar Town.,lead_capture
I've emailed three times about my 2 Kanal House in Clifton and no response!,escalation
HOW MANY 2 BHK SECTOR ARE LEFT IN BAHRIA TOWN SECTOR?,faq
"I am looking for a luxury Luxury Villa in DHA, can you help?",lead_capture
is emaar apartment currently in possession?,faq
I'm ready to pay the Token Money for a 3 BHK Sector in DHA.,lead_capture
What is the possession timeline for 1 Kanal Phase in Bahria Town?,faq
please send me the full brochure and payment plan for bahria town phase on my email client123@yahoo.com.,lead_capture
Does the 4 BHK penthouse Sector in Giga Mall have park?,faq
"this bot is useless, connect me to the manager of dha society!",escalation
I WANT TO INVEST IN JOHAR TOWN PLOT. DO YOU HAVE ANY 5 MARLA OPTIONS,lead_capture
Can I book a physical site-tour for Giga Mall Phase?,lead_capture
Please send me your Wapp number for Commercial Shop in Clifton.,lead_capture
I'VE EMAILED THREE TIMES ABOUT MY 3 BHK PLOT IN GIGA MALL AND NO RESPONSE!,escalation
I am looking for a 5 Marla Apartment in Giga Mall. Please contact me at user@example.com.,lead_capture
Get a human online right now token payment stuck for DHA Plot File!,escalation
i paid the registry for emaar plot and it's still not updated!,escalation
Why is the Token Money not reflecting in my portal for Gulberg House?,escalation
Is Bahria Town Commercial Shop currently in possession?,faq
does the 4 bhk penthouse phase in gulberg have security?,faq
I will not pay the Token Money until a human explains teh delay!,escalation
What is the total price of a 2 BHK Phase in Clifton?,faq
What is the transfer fee for Emaar House?,faq
I want to invest in Blue Area Plot. Do you have any Studio options,lead_capture
Urgent: my Registry failed but money was deducted for Bahria Town Plot File!,escalation
I've emailed three times about my 4 BHK penthouse Plot File in Gulberg and no response!,escalation
"I am reporting this to the society head, the Down Payment process is a scam!",escalation
I am looking for a 1 Kanal Phase in Blue Area. Please contact me at investor.pk@gmail.com.,lead_capture
Can I get a 2 BHK House on an installment plan in Clifton?,faq
Get a human online right now token payment stuck for Bahria Town Plot File!,escalation
I'm ready to pay the Down Payment for a 1 Kanal House in Gulberg.,lead_capture
i am interested in buying a 5 marla commercial shop in giga mall.,lead_capture
interested in 4 bhk penthouse house in blue area. please call back on +92 321 9876543.,lead_capture
What is teh security situation in Clifton Plot File,faq
I've emailed three times about my 2 Kanal Phase in DHA and no response!,escalation
"I want to book a 10 Marla House in Emaar, call me at +92 300 1234567.",lead_capture
are there any 2 bhk commercial shop available in gulberg?,faq
I will not pay the Possession charges until a human explains the delay!,escalation
what is the total price of a studio commercial shop in blue area?,faq
my installment plan for johar town plot file was deducted but no confirmation received.,escalation
Please send me your WhatsApp number for House in Johar Town.,lead_capture
I have a budget of PKR PKR for a 2 Kanal Sector in Bahria Town.,lead_capture
what are the amenities provided in dha house?,faq
I have a budget of Lakhs Lakhs for a 1 Kanal House in Blue Area.,lead_capture
does teh 5 marla luxury villa in bahria town have park?,faq
Is the Blue Area Plot File society approved by LDA or DHA,faq
I want to visit Johar Town this weekend to see 5 Marla Houses.,lead_capture
"I'm very interested in the Studio House in Giga Mall, how do I proceed",lead_capture
Tell me about the Installment Plan for DHA Phase.,faq
i want to visit gulberg this weekend to see 3 bhk apartments.,lead_capture
"I want to book a 10 Marla Plot File in Gulberg, call me at 0333 1122334.",lead_capture
urgent: my possession charges failed but money was deducted for dha plot file!,escalation
How much is the Down Payment for Gulberg Apartment,faq
CAN YOU GIVE ME THE DIMENSIONS OF A 3 BHK HOUSE IN DHA?,faq
Is the 3 BHK Phase in Giga Mall near any main road?,faq
i've emailed three times about my 10 marla plot file in clifton and no response!,escalation
Please send me your WhatsApp number for Commercial Shop in Giga Mall.,lead_capture
How many Studio Luxury Villa are left in DHA Luxury Villa?,faq
"This bot is useless, connect me to the mngr of DHA society!",escalation
"I am looking for a luxury House in Emaar, can you help",lead_capture
What is the transfer fee for DHA Sector,faq
"My payment of Crores Crores for Token Money is stuck, fix it now!",escalation
what is the security situation in giga mall plot?,faq
Are there any 5 Marla Apartment availabl in Johar Town?,faq
I'm ready to pay the Transfer fee for a 10 Marla Apartment in Emaar.,lead_capture
I've emailed three times about my 4 BHK penthouse House in Johar Town and no response!,escalation
Does the 2 Kanal Luxury Villa in Gulberg have electricity?,faq
i want to lodge a formal complaint against the agent for blue area sector!,escalation
Your agent promised me Installment Plan by today but nothing happened!,escalation
I've emailed three times about my 2 Kanal Apartment in DHA and no response!,escalation
What are the amenities provided in Emaar Phase?,faq
"i am looking for a luxury phase in giga mall, can you help?",lead_capture
I've emailed three times about my 3 BHK Phase in Gulberg and no response!,escalation
